0D      // Result 0, the length ofcandidate_united = 13    
03      // Result 1, the length ofcandidate_united = 3    
00      // Result 2, the length ofcandidate_united = 0    
04      // Result 3, the length ofcandidate_united = 4    
01      // Result 4, the length ofcandidate_united = 1    
07      // Result 5, the length ofcandidate_united = 7    
01      // Result 6, the length ofcandidate_united = 1    
06      // Result 7, the length ofcandidate_united = 6    
00      // Result 8, the length ofcandidate_united = 0    
06      // Result 9, the length ofcandidate_united = 6    
02      // Result 10, the length ofcandidate_united = 2    
01      // Result 11, the length ofcandidate_united = 1    
00      // Result 12, the length ofcandidate_united = 0    
00      // Result 13, the length ofcandidate_united = 0    
00      // Result 14, the length ofcandidate_united = 0    
05      // Result 15, the length ofcandidate_united = 5    
01      // Result 16, the length ofcandidate_united = 1    
04      // Result 17, the length ofcandidate_united = 4    
07      // Result 18, the length ofcandidate_united = 7    
00      // Result 19, the length ofcandidate_united = 0    
02      // Result 20, the length ofcandidate_united = 2    
08      // Result 21, the length ofcandidate_united = 8    
00      // Result 22, the length ofcandidate_united = 0    
00      // Result 23, the length ofcandidate_united = 0    
02      // Result 24, the length ofcandidate_united = 2    
00      // Result 25, the length ofcandidate_united = 0    
00      // Result 26, the length ofcandidate_united = 0    
00      // Result 27, the length ofcandidate_united = 0    
00      // Result 28, the length ofcandidate_united = 0    
00      // Result 29, the length ofcandidate_united = 0    
02      // Result 30, the length ofcandidate_united = 2    
04      // Result 31, the length ofcandidate_united = 4    
00      // Result 32, the length ofcandidate_united = 0    
00      // Result 33, the length ofcandidate_united = 0    
00      // Result 34, the length ofcandidate_united = 0    
00      // Result 35, the length ofcandidate_united = 0    
00      // Result 36, the length ofcandidate_united = 0    
00      // Result 37, the length ofcandidate_united = 0    
00      // Result 38, the length ofcandidate_united = 0    
06      // Result 39, the length ofcandidate_united = 6    
00      // Result 40, the length ofcandidate_united = 0    
04      // Result 41, the length ofcandidate_united = 4    
05      // Result 42, the length ofcandidate_united = 5    
00      // Result 43, the length ofcandidate_united = 0    
00      // Result 44, the length ofcandidate_united = 0    
08      // Result 45, the length ofcandidate_united = 8    
00      // Result 46, the length ofcandidate_united = 0    
04      // Result 47, the length ofcandidate_united = 4    
00      // Result 48, the length ofcandidate_united = 0    
05      // Result 49, the length ofcandidate_united = 5    
05      // Result 50, the length ofcandidate_united = 5    
05      // Result 51, the length ofcandidate_united = 5    
00      // Result 52, the length ofcandidate_united = 0    
04      // Result 53, the length ofcandidate_united = 4    
00      // Result 54, the length ofcandidate_united = 0    
05      // Result 55, the length ofcandidate_united = 5    
09      // Result 56, the length ofcandidate_united = 9    
00      // Result 57, the length ofcandidate_united = 0    
02      // Result 58, the length ofcandidate_united = 2    
00      // Result 59, the length ofcandidate_united = 0    
00      // Result 60, the length ofcandidate_united = 0    
00      // Result 61, the length ofcandidate_united = 0    
00      // Result 62, the length ofcandidate_united = 0    
00      // Result 63, the length ofcandidate_united = 0    
